date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:14:27	138688/138688	UR-MCZ	200	added ('OK')	image/jpeg	etag:%2221dc0-55f106fec5b20-gzip%22	https://www.multibot.com.br/uploads/blog/med/php5n7HMJ_5a1dbfcd597be.jpg	/home/boss/websites/Brazil%20f6s/www.multibot.com.br/uploads/blog/med/php5n7HMJ_5a1dbfcd597be.jpg	(from https://www.multibot.com.br/blog)
23:14:27	130490/130490	UR-MCZ	200	added ('OK')	image/jpeg	etag:%221fdba-5601356e56621-gzip%22	https://www.multibot.com.br/uploads/blog/med/phpFGjuXP_5a2eb776033fc.jpg	/home/boss/websites/Brazil%20f6s/www.multibot.com.br/uploads/blog/med/phpFGjuXP_5a2eb776033fc.jpg	(from https://www.multibot.com.br/blog)
23:14:27	399/399	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2016%20Jan%202018%2021:14:22%20GMT	https://www.multibot.com.br/media/img/conheca-grafico.jpg	/home/boss/websites/Brazil%20f6s/www.multibot.com.br/media/img/conheca-grafico.jpg	(from https://www.multibot.com.br/conheca)
23:14:28	10308/10308	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2016%20Jan%202018%2021:14:28%20GMT	https://www.multibot.com.br/media/fonts/opensans.ttf	/home/boss/websites/Brazil%20f6s/www.multibot.com.br/media/fonts/opensans.ttf	(from https://www.multibot.com.br/media/css/style.css?v=2017-11-22)
23:14:29	221328/221328	---MCZ	200	added ('OK')	application/font-sfnt	etag:%2236090-557462ea2e38a-gzip%22	https://www.multibot.com.br/media/fonts/opensans-semibold.ttf	/home/boss/websites/Brazil%20f6s/www.multibot.com.br/media/fonts/opensans-semibold.ttf	(from https://www.multibot.com.br/media/css/style.css?v=2017-11-22)
23:14:29	110601/110601	UR-MCZ	200	added ('OK')	image/jpeg	etag:%221b009-55e30cffdeeec-gzip%22	https://www.multibot.com.br/uploads/blog/med/phpyZcdgJ_5a0f1800705f3.jpg	/home/boss/websites/Brazil%20f6s/www.multibot.com.br/uploads/blog/med/phpyZcdgJ_5a0f1800705f3.jpg	(from https://www.multibot.com.br/blog)
23:14:29	19335/19335	---M-Z	200	added ('OK')	image/png	etag:%224b87-557462ea2c449-gzip%22	https://www.multibot.com.br/media/css/img/plataforma-sprite.png	/home/boss/websites/Brazil%20f6s/www.multibot.com.br/media/css/img/plataforma-sprite.png	(from https://www.multibot.com.br/media/css/style.css?v=2017-11-22)
23:14:30	116227/116227	UR-MCZ	200	added ('OK')	image/jpeg	etag:%221c603-55da4786f7650-gzip%22	https://www.multibot.com.br/uploads/blog/med/phpMnzSAG_5a05e574141fa.jpg	/home/boss/websites/Brazil%20f6s/www.multibot.com.br/uploads/blog/med/phpMnzSAG_5a05e574141fa.jpg	(from https://www.multibot.com.br/blog)
23:14:30	7939/7939	---M-Z	200	added ('OK')	image/png	etag:%221f03-557462ea2b4a9-gzip%22	https://www.multibot.com.br/media/css/img/balao.png	/home/boss/websites/Brazil%20f6s/www.multibot.com.br/media/css/img/balao.png	(from https://www.multibot.com.br/media/css/style.css?v=2017-11-22)
23:14:30	113542/113542	UR-MCZ	200	added ('OK')	image/jpeg	etag:%221bb86-55da481b62110-gzip%22	https://www.multibot.com.br/uploads/blog/med/phpmoMrpf_5a05e60fae60b.jpg	/home/boss/websites/Brazil%20f6s/www.multibot.com.br/uploads/blog/med/phpmoMrpf_5a05e60fae60b.jpg	(from https://www.multibot.com.br/blog)
23:14:30	399/399	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2016%20Jan%202018%2021:14:30%20GMT	https://www.multibot.com.br/uploads/blog/med/phpCkqSbl_599f47b252deb.jpg	/home/boss/websites/Brazil%20f6s/www.multibot.com.br/uploads/blog/med/phpCkqSbl_599f47b252deb.jpg	(from https://www.multibot.com.br/blog)
